,Star_Rating,Review_Title,Pros,Cons,Review_Title_sentiment_score_normalization,Pros_And_Cons,Pros_And_Cons_sentiment_score_normalization,Review_Title_sentiment_score_vader,Pros_And_Cons_sentiment_score_vader,Review_Title_Flair,Pros_And_Cons_Flair
69,4.0,"Great Pay, Crap Code, Lots of Politics","- Pay is top of market
- Coworkers are very smart
- RSUs are very competitive and performed well in my time there","Extremely political, lots of people playing games to try and take credit for others work or push blame around. At review time, one person deciding they don't like you can claim that you hurt their feelings one time and based on anecdotal evidence alone kill your promo or lower your rating. You are constantly walking on egg shells

Code quality tends to be poor. To be fair the product isn't exactly critical to the day to day operations of the world and FB being down for a few hours isn't going to kill anyone. Teams focus on getting products out as quickly as possible with little concern for quality or maintainability. There is no QA department and you will not be rewarded for taking extra time to make your project high quality",0.0,"- Pay is top of market
- Coworkers are very smart
- RSUs are very competitive and performed well in my time thereExtremely political, lots of people playing games to try and take credit for others work or push blame around. At review time, one person deciding they don't like you can claim that you hurt their feelings one time and based on anecdotal evidence alone kill your promo or lower your rating. You are constantly walking on egg shells

Code quality tends to be poor. To be fair the product isn't exactly critical to the day to day operations of the world and FB being down for a few hours isn't going to kill anyone. Teams focus on getting products out as quickly as possible with little concern for quality or maintainability. There is no QA department and you will not be rewarded for taking extra time to make your project high quality",0.0,0.27,-0.94,0.5258761048316956,-0.9968764781951904
70,5.0,Great,"Fun, easy, exciting, interesting, cool",No cons at all I think,1.0,"Fun, easy, exciting, interesting, coolNo cons at all I think",0.57,0.62,0.9,0.99007648229599,0.9980359673500061
71,5.0,Great job,"Team, benefits, opportunity for growth",Product Operations is undergoing leadership changes so direction can be unclear at times,0.5,"Team, benefits, opportunity for growthProduct Operations is undergoing leadership changes so direction can be unclear at times",0.0,0.62,0.53,0.9947049021720886,0.9852648377418518
72,3.0,Video conferencing engineer salary,Worklife balance. Cool campus and colleagues.,Easy to get lost in the sauce.,0.0,Worklife balance. Cool campus and colleagues.Easy to get lost in the sauce.,0.11,0.0,0.0,0.5403147339820862,0.9991057515144348
73,5.0,Opportunities for Growth,Opportunities available that aren't available at other companies (leadership opportunity for previous admin). Autonomy to identify gaps and drive projects. Lots of company resources and strong culture to support you in your growth.,Scaling quickly can cause growing pains but also creates more opportunities and challenges to solve!,0.0,Opportunities available that aren't available at other companies (leadership opportunity for previous admin). Autonomy to identify gaps and drive projects. Lots of company resources and strong culture to support you in your growth.Scaling quickly can cause growing pains but also creates more opportunities and challenges to solve!,0.1,0.64,0.92,0.9972706437110901,0.9976619482040405
74,5.0,Great place to work,"- Great Benefits
- Great teammates
- Good food (when we were in the office
- Good perks",- Growing pains (things changing all the time),0.67,"- Great Benefits
- Great teammates
- Good food (when we were in the office
- Good perks- Growing pains (things changing all the time)",0.29,0.62,0.94,0.9945878982543945,0.9878178238868713
75,5.0,Best work life balance,"- Excellent work-life balance with the ability to fully manage my schedule
- Huge pros for parents to manage child care when needed + work
- Amazing benefits + pay",- It feels like growth is limited based on all the layers we have between our leaders,0.5,"- Excellent work-life balance with the ability to fully manage my schedule
- Huge pros for parents to manage child care when needed + work
- Amazing benefits + pay- It feels like growth is limited based on all the layers we have between our leaders",0.19,0.64,0.96,0.9965283274650574,0.9917889833450317
76,5.0,Love It Here!,"Cares for employees
Great pay and benefits
Transparent communication
Forward thinking
Fantastic leadership team","Sometime slow to make decisions without buy-in from everyone under the sun.
Systems and tools have not grown as quickly as the company",1.0,"Cares for employees
Great pay and benefits
Transparent communication
Forward thinking
Fantastic leadership teamSometime slow to make decisions without buy-in from everyone under the sun.
Systems and tools have not grown as quickly as the company",0.12,0.67,0.92,0.9969357252120972,-0.9800394177436829
77,5.0,Best Job I've Ever Had! :),"Benefits, benefits, benefits. Perks, perks, perks. :) 
Very pleasant environment, Diversity (true diversity), 
You have a voice and you're listened to, and your ideas are considered and valued.
Meta wants us to be comfortable and have everything we need to have a successful, balanced, and healthy workday, every day.",Compensation needs some work but grateful.,0.33,"Benefits, benefits, benefits. Perks, perks, perks. :) 
Very pleasant environment, Diversity (true diversity), 
You have a voice and you're listened to, and your ideas are considered and valued.
Meta wants us to be comfortable and have everything we need to have a successful, balanced, and healthy workday, every day.Compensation needs some work but grateful.",0.31,0.82,0.95,0.9997428059577942,0.9950075149536133
78,5.0,10/10 Recommend,"- Great leadership
- Diversity-focused
- Excellent culture
- Great comp package + perks","- Negative press
- Large company, so it's difficult to know every area of the business",1.0,"- Great leadership
- Diversity-focused
- Excellent culture
- Great comp package + perks- Negative press
- Large company, so it's difficult to know every area of the business",0.11,0.36,0.75,0.9996242523193359,0.8610379695892334
79,5.0,I love this place!,"Meta hires some of the smartest and kindest people, making it easy to collaborate and move fast. Everyone is incredibly helpful and willing to step in at the last minute to get things done. In addition, I'm grateful to work for a company that does so much good in the world - you feel like you're a part of something much bigger than yourself. Leadership encourages open perspectives and feedback, making it OUR company.","Entitlement culture of some employee's can be frustrating. It's the flip side of the coin since leadership encourages feedback, but sometimes it's too much and can get heated. Respectful communication is key.",0.5,"Meta hires some of the smartest and kindest people, making it easy to collaborate and move fast. Everyone is incredibly helpful and willing to step in at the last minute to get things done. In addition, I'm grateful to work for a company that does so much good in the world - you feel like you're a part of something much bigger than yourself. Leadership encourages open perspectives and feedback, making it OUR company.Entitlement culture of some employee's can be frustrating. It's the flip side of the coin since leadership encourages feedback, but sometimes it's too much and can get heated. Respectful communication is key.",0.17,0.67,0.94,0.996088981628418,0.999271810054779
